ZipCode,GeographicAreaName,Under5,5to9,10to14,15to19,20to24,25to29,30to34,35to39,40to44,45to49,50to54,55to59,60to64,65to69,70to74,75to79,80to84,over85,Median age (years)
 16360,ZCTA5 16360,345,305,275,473,357,383,251,231,414,338,279,634,471,445,333,80,159,230,44.6
 16361,ZCTA5 16361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
 16362,ZCTA5 16362,402,330,504,521,422,212,695,509,552,658,557,593,942,993,533,305,188,133,48.5
 16363,ZCTA5 16363,0,0,13,52,0,0,0,0,0,4,26,14,31,7,5,2,0,9,53
 16364,ZCTA5 16364,38,20,65,28,26,52,25,8,8,79,18,35,45,1,4,0,9,4,30.3
 16365,ZCTA5 16365,413,198,359,290,364,175,163,219,324,266,189,281,239,251,110,113,56,119,37.1
 16366,ZCTA5 16366,0,0,0,0,0,0,0,0,138,14,0,15,0,194,48,0,0,0,65.2
 16367,ZCTA5 16367,779,691,1416,942,1125,833,902,646,1429,1217,1773,1735,1461,1244,966,570,562,773,48
 16368,ZCTA5 16368,356,169,265,277,252,273,228,200,140,275,224,277,160,128,175,125,100,97,35.6
 16369,ZCTA5 16369,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,51,-
 16370,ZCTA5 16370,174,311,227,231,184,461,280,146,152,120,214,414,223,278,189,190,60,47,38.8
 16371,ZCTA5 16371,10,0,0,17,15,15,7,0,0,0,23,55,21,48,27,25,19,53,65.2
 16372,ZCTA5 16372,29,62,36,0,0,14,29,145,3,12,5,11,14,5,2,3,0,3,36.6
 16373,ZCTA5 16373,28,17,8,6,9,32,29,6,25,34,33,23,5,12,27,12,0,4,44
 16374,ZCTA5 16374,0,0,0,0,0,0,0,0,0,17,0,9,29,116,51,0,0,0,68.8
 16375,ZCTA5 16375,16,11,10,18,17,18,45,0,6,21,5,6,18,17,0,0,0,3,32
 16376,ZCTA5 16376,0,40,120,21,1,31,0,27,66,1,41,34,12,30,18,28,4,18,40.1
 16377,ZCTA5 16377,287,215,184,146,103,256,277,222,206,237,351,318,269,289,270,247,59,86,47.8
 16378,ZCTA5 16378,174,217,223,118,105,119,162,341,302,81,250,167,252,260,189,62,26,69,40.7
 16379,ZCTA5 16379,620,755,611,859,576,597,559,690,462,957,889,884,659,696,480,435,324,282,44.4
 16380,ZCTA5 16380,76,40,23,66,95,81,29,20,81,39,42,72,34,37,76,21,16,17,40.2
 16381,ZCTA5 16381,158,254,375,229,130,268,298,261,272,346,186,370,332,241,217,193,125,157,44.6
 16382,ZCTA5 16382,15,0,0,0,0,18,27,0,15,8,7,0,6,33,10,35,5,0,53.9
 16383,ZCTA5 16383,807,1343,1935,2930,2283,1876,1389,1521,1691,2049,2311,2225,2148,1904,1137,831,291,536,41.5
 16384,ZCTA5 16384,946,1198,902,1135,1567,954,1324,791,740,955,1736,1839,1097,912,793,328,338,226,40.7
 16385,ZCTA5 16385,35,100,117,112,152,59,88,73,182,31,92,224,86,94,188,166,46,0,48.1
 16386,ZCTA5 16386,20,70,359,144,173,11,41,175,244,389,231,196,325,87,268,96,70,51,47.1
 16387,ZCTA5 16387,0,0,0,0,0,0,0,0,0,0,0,0,0,31,48,0,0,0,-
 16388,ZCTA5 16388,305,460,646,957,323,510,494,440,638,630,878,1364,859,724,219,184,72,92,46
 16389,ZCTA5 16389,178,267,102,99,134,40,441,87,403,170,204,96,140,149,142,140,24,13,41.3
 16390,ZCTA5 16390,336,101,67,247,292,122,158,216,171,242,239,222,359,177,223,104,60,55,44.2
 16391,ZCTA5 16391,10,23,21,78,40,26,4,22,46,81,29,63,77,29,36,40,8,5,48.1
 16392,ZCTA5 16392,229,329,562,376,346,306,380,538,440,478,725,841,658,495,550,213,116,205,48.5
 16393,ZCTA5 16393,527,528,611,663,412,559,244,522,446,454,1020,762,925,509,260,300,73,0,44.3
 16394,ZCTA5 16394,33,0,16,15,11,50,0,16,53,21,13,95,72,46,17,93,54,31,59.7
 16395,ZCTA5 16395,55,213,205,293,322,77,115,400,123,159,122,200,230,151,62,47,25,25,37.8
 16396,ZCTA5 16396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
 16397,ZCTA5 16397,372,164,174,454,253,366,289,452,501,44,490,460,652,198,245,155,177,30,42.6
 16398,ZCTA5 16398,47,20,57,180,61,18,33,146,47,134,120,263,70,14,80,68,39,8,47.1
 16399,ZCTA5 16399,167,199,225,194,167,308,204,200,301,172,227,300,275,203,241,172,160,177,44.7
 16400,ZCTA5 16400,555,945,717,892,1195,861,776,879,888,1049,1172,1300,1040,1056,719,770,417,378,45.6
 16401,ZCTA5 16401,12,25,0,0,0,0,0,12,15,0,0,0,0,0,0,0,0,0,8.6
 16402,ZCTA5 16402,0,71,72,0,178,0,66,0,87,126,95,0,52,0,0,0,19,9,42
 16403,ZCTA5 16403,141,111,189,249,72,108,183,182,149,319,584,368,489,289,232,92,162,45,52.9
 16404,ZCTA5 16404,109,167,233,196,241,312,231,210,146,241,104,401,139,283,124,264,54,23,43.2
 16405,ZCTA5 16405,63,68,275,208,85,116,90,160,141,232,125,256,260,140,101,40,16,60,45.1
 16406,ZCTA5 16406,48,0,88,124,317,486,76,38,206,71,225,105,387,598,169,69,98,51,52.2
 16407,ZCTA5 16407,56,0,45,0,0,0,53,0,0,0,0,0,0,0,0,0,17,18,13.9
 16408,ZCTA5 16408,0,0,11,0,0,33,30,0,0,51,105,64,7,67,153,51,25,0,64.6
 16409,ZCTA5 16409,69,27,62,36,38,43,38,35,37,73,27,37,45,11,13,12,0,3,34.6
 16410,ZCTA5 16410,632,506,462,382,590,902,554,488,377,404,1022,1380,1124,1093,503,565,233,236,53
 16411,ZCTA5 16411,53,47,39,12,0,141,94,73,25,67,37,116,90,119,65,8,27,74,48.8
 16412,ZCTA5 16412,22,99,204,17,0,29,183,175,38,135,36,205,215,51,11,33,15,0,42.4
 16413,ZCTA5 16413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
 16414,ZCTA5 16414,0,0,0,0,2,0,1,0,2,1,1,0,1,33,0,0,0,45,93
 16415,ZCTA5 16415,1210,1664,1644,1887,1432,1628,1669,1692,1645,2243,1594,2200,2158,2504,1558,1012,759,846,45.5
 16416,ZCTA5 16416,75,0,115,54,0,113,156,29,73,21,58,149,16,96,25,10,0,26,34.9
 16417,ZCTA5 16417,53,0,44,0,18,0,61,124,0,51,51,36,62,67,0,22,20,24,49.3
 16418,ZCTA5 16418,268,26,255,173,272,192,10,179,356,162,202,135,151,203,253,66,13,0,40.5
 16419,ZCTA5 16419,317,336,643,333,354,227,159,460,641,611,414,691,422,419,327,139,132,109,43.9
 16420,ZCTA5 16420,140,98,117,231,109,161,109,140,78,209,295,183,183,213,131,86,53,63,49.1
 16421,ZCTA5 16421,791,920,878,641,865,1039,752,1003,967,691,1047,932,1057,897,973,556,263,424,42.3
 16422,ZCTA5 16422,1172,1458,1512,1636,1114,1160,1429,1040,1273,1420,1469,1259,1827,1389,1408,833,725,705,43.7
 16423,ZCTA5 16423,0,0,0,0,0,0,0,0,0,0,30,22,0,0,0,0,0,0,-
 16424,ZCTA5 16424,273,315,344,294,283,263,237,430,302,387,344,404,466,427,320,263,135,62,45.5
 16425,ZCTA5 16425,37,25,12,4,42,60,17,51,29,66,153,184,72,166,208,43,46,42,57.6
 16426,ZCTA5 16426,72,13,31,48,24,66,18,28,26,69,51,59,111,117,61,57,25,22,55.6
 16427,ZCTA5 16427,155,227,260,475,265,143,213,354,122,237,308,302,367,342,232,246,74,152,45.9
 16428,ZCTA5 16428,6,0,23,10,0,6,7,7,16,0,11,5,5,18,0,3,0,6,43.2
 16429,ZCTA5 16429,219,167,278,260,154,240,213,211,319,211,405,428,371,249,270,143,80,206,48.8
 16430,ZCTA5 16430,162,254,362,274,130,201,319,309,258,346,384,523,531,409,334,188,84,46,49.3
 16431,ZCTA5 16431,58,36,19,48,19,68,37,87,79,26,57,182,39,131,56,37,50,34,54.9
 16432,ZCTA5 16432,42,113,110,244,236,147,164,129,91,241,277,494,258,249,223,263,115,157,54.6
 16433,ZCTA5 16433,347,568,480,678,801,439,471,632,547,811,1015,1067,937,1092,975,672,440,433,51.8
 16434,ZCTA5 16434,2,2,2,4,13,6,3,2,0,3,6,15,0,0,16,7,0,0,54.6
 16435,ZCTA5 16435,484,804,579,585,830,663,691,874,771,739,845,918,1008,871,830,490,335,490,46
 16436,ZCTA5 16436,346,245,368,529,184,418,408,332,510,372,650,619,675,414,353,133,232,230,47.6
 16437,ZCTA5 16437,197,269,267,194,105,386,220,208,126,523,153,240,543,104,300,48,99,51,45.6
 16438,ZCTA5 16438,21,0,20,29,25,0,16,50,29,44,51,45,59,266,143,97,0,0,66
 16439,ZCTA5 16439,553,564,554,702,816,627,631,773,437,648,824,1192,1273,823,937,689,315,481,50.5
 16440,ZCTA5 16440,12,3,9,1,0,10,3,9,2,10,0,25,12,10,10,4,0,2,56.2
 16441,ZCTA5 16441,30,30,81,10,56,37,92,50,22,12,68,128,265,176,120,89,56,57,62.1
 16442,ZCTA5 16442,7,16,20,20,25,12,10,23,16,15,43,52,37,38,24,17,7,3,54.4
 16443,ZCTA5 16443,0,0,0,0,0,12,0,0,0,0,6,9,4,15,0,0,4,8,60.5
 16444,ZCTA5 16444,0,17,0,27,6,6,13,61,26,75,11,35,41,50,20,37,0,19,48.9
 16445,ZCTA5 16445,52,42,15,22,0,17,38,20,36,0,8,21,62,30,48,8,18,8,42.2
 16446,ZCTA5 16446,627,893,907,870,567,524,834,952,793,878,1101,1040,1231,1094,805,409,262,368,46
 16447,ZCTA5 16447,263,140,138,81,101,208,121,60,127,98,176,190,248,184,144,61,82,53,45
 16448,ZCTA5 16448,171,159,204,162,116,173,219,222,159,139,195,277,241,306,220,159,97,49,46.4
 16449,ZCTA5 16449,764,407,648,582,465,284,732,647,723,566,920,793,609,563,453,464,360,295,44.5
 16450,ZCTA5 16450,19,2,14,57,8,57,5,23,0,15,42,2,55,68,75,46,41,17,61.6
 16451,ZCTA5 16451,268,338,250,171,170,170,237,433,158,217,276,405,278,304,307,438,142,520,54.1
 16452,ZCTA5 16452,123,67,57,77,32,43,47,28,67,78,110,73,123,150,69,63,34,11,51.1
 16453,ZCTA5 16453,4,0,0,4,0,0,0,4,0,2,0,0,3,29,36,3,4,3,70
 16454,ZCTA5 16454,0,0,8,6,0,0,3,0,8,13,15,0,3,24,48,0,13,0,68.3
 16455,ZCTA5 16455,10,12,6,11,20,0,12,43,18,7,37,35,23,34,9,6,12,3,51.2
 16456,ZCTA5 16456,0,0,0,13,0,0,0,0,0,0,13,8,0,0,0,0,0,0,50.3
 16457,ZCTA5 16457,118,182,225,214,144,159,249,196,109,232,179,344,482,380,222,86,37,45,49.6
 16458,ZCTA5 16458,16,0,0,3,0,9,4,0,0,0,1,17,3,83,31,9,0,3,67.4
 16459,ZCTA5 16459,4,5,3,10,8,12,0,2,14,24,15,27,24,28,24,17,8,11,58.8
 16460,ZCTA5 16460,7,34,32,42,32,38,15,4,44,103,53,38,26,19,48,18,18,15,48.2
 16461,ZCTA5 16461,0,6,3,4,11,28,5,12,43,0,0,31,10,12,70,9,11,2,59.1
 16462,ZCTA5 16462,26,37,39,103,41,68,50,114,79,39,162,53,140,154,125,49,10,85,53.1
 16463,ZCTA5 16463,95,93,51,52,37,65,46,93,67,78,69,135,85,90,91,57,18,24,46.9
 16464,ZCTA5 16464,1047,1099,933,1383,1659,767,1168,993,1060,1086,1338,1637,1225,804,542,521,280,280,39.5
 16465,ZCTA5 16465,42,18,0,0,10,34,44,0,0,48,0,17,31,14,48,164,14,0,64.9
 16466,ZCTA5 16466,74,74,96,129,78,86,167,181,88,152,84,137,196,179,214,116,72,57,48.7
 16467,ZCTA5 16467,42,35,4,13,68,37,22,19,0,32,32,56,48,52,37,3,18,10,49.4
 16468,ZCTA5 16468,230,242,274,274,320,730,772,569,518,612,446,449,446,303,256,165,117,182,40.5
 16469,ZCTA5 16469,3,39,29,4,76,13,19,14,77,25,26,29,13,21,0,13,0,14,41.5
 16470,ZCTA5 16470,9,0,0,119,168,190,120,92,43,29,40,44,12,104,58,80,89,106,39.1
 16471,ZCTA5 16471,1290,1096,1393,1218,1386,991,1201,1375,1150,1300,1474,1500,1472,1136,1055,672,331,476,41.3
 16472,ZCTA5 16472,1305,1261,1425,1968,1326,1284,1525,1259,1231,1219,1396,1032,1309,1452,1157,523,416,500,37.2
 16473,ZCTA5 16473,224,184,153,165,264,396,552,424,233,193,342,200,593,242,442,266,83,273,45.3
 16474,ZCTA5 16474,547,719,793,581,781,800,949,551,682,679,689,593,665,791,543,392,175,335,38.7
 16475,ZCTA5 16475,730,608,722,1154,1136,1008,1124,862,872,688,811,939,761,637,400,458,270,517,37.1
 16476,ZCTA5 16476,620,823,634,2142,2650,651,784,591,665,621,438,811,856,674,680,327,164,399,27.9
 16477,ZCTA5 16477,349,493,1072,579,693,908,868,976,749,698,866,785,854,555,673,538,318,363,40.9
 16478,ZCTA5 16478,194,409,236,401,169,387,456,379,224,294,164,493,407,489,305,55,108,150,41
 16479,ZCTA5 16479,625,426,424,152,181,1065,487,561,214,639,503,573,798,540,480,360,181,297,47.2
 16480,ZCTA5 16480,208,315,480,172,63,309,219,246,545,332,387,302,368,299,330,255,147,140,45
 16481,ZCTA5 16481,23,11,84,13,3,3,57,7,10,22,17,13,26,22,36,7,4,7,34.6
 16482,ZCTA5 16482,859,616,1215,869,1390,1043,1192,1018,993,1438,1483,1300,1568,1358,836,668,560,741,46.9
 16483,ZCTA5 16483,260,358,194,259,546,280,271,208,237,273,247,206,319,585,181,88,16,37,36.4
 16484,ZCTA5 16484,610,1027,945,1193,1487,884,1080,1309,1217,1179,1161,1426,1017,989,744,673,478,614,42.6
 16485,ZCTA5 16485,77,60,62,48,51,69,92,85,114,110,154,188,248,185,139,124,55,55,56.5
 16486,ZCTA5 16486,37,61,78,94,67,113,21,105,98,158,144,123,128,88,174,88,29,43,49.3
 16487,ZCTA5 16487,23,20,32,24,6,40,76,37,31,9,16,52,140,81,62,39,49,42,60.6
 16488,ZCTA5 16488,90,29,36,22,34,75,175,124,87,70,56,174,152,56,130,8,26,32,46.5
 16489,ZCTA5 16489,119,159,111,110,121,370,216,291,160,181,267,143,259,406,374,166,43,19,47.4
 16490,ZCTA5 16490,4,4,3,5,0,1,10,11,2,2,8,14,19,20,15,14,3,4,62.2
 16491,ZCTA5 16491,223,200,210,251,328,405,340,249,367,342,389,563,399,352,240,215,234,98,47.1
 16492,ZCTA5 16492,7,9,23,19,6,16,0,21,27,5,6,0,28,19,9,2,24,0,42.4
 16493,ZCTA5 16493,108,91,150,107,110,109,122,107,129,150,187,221,118,152,133,115,84,31,47.7
 16494,ZCTA5 16494,0,0,11,12,0,16,0,0,0,19,82,6,123,25,39,57,14,0,60.5
 16495,ZCTA5 16495,0,0,0,0,24,18,0,0,22,0,3,0,11,0,12,7,10,0,42
 16496,ZCTA5 16496,6,9,10,0,32,6,20,31,0,7,23,51,63,55,86,53,15,46,64.6
 16497,ZCTA5 16497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
 16498,ZCTA5 16498,11,5,11,7,4,11,3,9,4,17,13,17,19,13,8,3,10,11,51.7
 16499,ZCTA5 16499,106,70,129,80,107,86,80,95,109,73,109,202,146,211,99,114,45,61,51.2
 16500,ZCTA5 16500,167,230,164,133,118,131,164,205,138,96,279,241,272,218,153,120,62,42,45.8
 16501,ZCTA5 16501,41,75,45,39,93,31,105,89,26,71,94,45,153,97,38,33,4,55,46.1
 16502,ZCTA5 16502,19,3,14,16,38,38,0,23,78,44,21,20,72,49,12,4,8,5,45.2
 16503,ZCTA5 16503,733,841,832,953,894,847,775,737,750,890,998,958,926,791,577,432,337,352,41
 16504,ZCTA5 16504,230,245,144,154,172,154,190,168,266,206,223,284,297,315,134,130,65,190,46.5
 16505,ZCTA5 16505,51,59,84,95,78,109,62,64,62,144,124,82,55,112,108,90,33,36,48.5
 16506,ZCTA5 16506,860,1020,938,773,638,1088,1590,1042,631,752,924,1135,1287,1052,728,520,446,590,40.7
 16507,ZCTA5 16507,232,570,456,368,500,387,749,243,363,706,542,581,400,343,364,456,105,95,43.7
 16508,ZCTA5 16508,133,143,173,131,172,220,295,57,250,127,395,260,230,451,203,167,9,129,51
 16509,ZCTA5 16509,546,767,574,698,617,643,863,758,721,805,901,844,1160,796,830,353,365,496,46.5
 16510,ZCTA5 16510,343,281,500,415,137,416,419,465,600,515,571,547,514,623,409,282,220,249,47.5
 16511,ZCTA5 16511,589,623,523,507,377,538,348,421,459,694,650,746,707,411,448,239,240,184,44.7
 16512,ZCTA5 16512,184,229,459,300,230,239,249,271,262,350,467,483,396,439,474,243,78,169,49.9
 16513,ZCTA5 16513,57,98,175,152,71,83,87,84,150,180,155,227,159,179,154,81,34,98,48.9
 16514,ZCTA5 16514,554,635,564,656,561,672,736,536,574,650,700,811,999,828,651,440,162,351,45.6
 16515,ZCTA5 16515,126,158,181,135,127,225,206,170,236,257,220,331,296,225,231,96,73,42,46.6
 16516,ZCTA5 16516,228,285,279,282,188,229,264,348,242,356,366,535,407,353,410,240,115,174,49.1
 16517,ZCTA5 16517,0,30,24,949,1157,144,92,44,94,9,186,70,171,178,79,115,145,223,22
 16518,ZCTA5 16518,2484,2513,2396,2949,2857,3412,2891,3094,2910,2338,2874,2721,2236,1874,1904,1478,869,968,38.2
 16519,ZCTA5 16519,1915,1380,1731,1746,1763,2165,2438,1929,1764,1494,1860,1983,2293,1891,1882,1201,796,742,41.5
 16520,ZCTA5 16520,1167,889,743,719,783,1312,1105,1185,1049,692,1069,916,942,680,891,493,311,441,38.8
 16521,ZCTA5 16521,1040,1007,894,954,1163,881,1325,946,762,922,1002,916,1197,1075,942,517,229,452,39.3
 16522,ZCTA5 16522,671,822,1125,1334,976,691,563,908,1224,1732,1257,1137,1107,1016,779,567,275,182,44.5
 16523,ZCTA5 16523,461,438,351,381,515,622,775,206,311,647,810,641,723,515,622,323,369,153,48.2
 16524,ZCTA5 16524,245,128,49,231,167,163,192,125,91,121,297,223,228,223,144,75,131,52,46.3
 16525,ZCTA5 16525,300,331,476,457,461,403,262,424,458,408,534,674,779,427,557,414,215,202,48.9
 16526,ZCTA5 16526,149,271,324,386,270,161,295,303,405,300,285,737,361,542,264,177,181,207,49.5
 16527,ZCTA5 16527,20,60,109,58,111,70,73,40,55,64,61,254,192,187,84,68,51,7,56.2
 16528,ZCTA5 16528,14,5,11,12,12,30,4,3,1,1,18,8,12,8,13,5,0,9,27.9
 16529,ZCTA5 16529,0,4,4,0,0,4,13,12,6,0,4,5,6,0,9,0,8,0,44.1
 16530,ZCTA5 16530,15,14,12,2,16,0,7,10,0,12,13,10,15,3,11,3,11,0,46.1
 16531,ZCTA5 16531,47,41,31,71,117,62,38,58,72,89,89,160,128,82,54,53,29,32,50
 16532,ZCTA5 16532,1,5,0,1,6,2,0,12,23,5,0,4,0,0,0,0,0,0,41.8
 16533,ZCTA5 16533,25,37,76,98,22,74,35,66,71,74,51,73,65,98,51,47,35,31,46
 16534,ZCTA5 16534,229,158,169,123,177,126,177,126,162,248,224,184,361,194,151,165,82,66,47.8
 16535,ZCTA5 16535,3,0,4,0,5,15,0,2,3,0,0,8,6,8,7,8,20,12,66.6
 16536,ZCTA5 16536,53,85,45,26,55,33,60,57,75,43,49,102,109,125,147,45,43,13,55.1
 16537,ZCTA5 16537,10,3,0,10,1,2,2,14,6,7,9,22,18,23,9,17,12,0,58.3
 16538,ZCTA5 16538,41,82,41,110,115,75,69,84,82,97,60,112,178,169,88,77,27,73,49.7
 16539,ZCTA5 16539,4,10,18,11,0,7,17,20,5,11,12,45,13,12,12,6,3,9,53.5
 16540,ZCTA5 16540,38,30,31,46,45,26,24,26,34,54,49,145,44,41,20,29,5,11,49.4
 16541,ZCTA5 16541,20,14,25,29,12,11,24,34,22,27,52,55,59,43,57,28,20,17,55.4
 16542,ZCTA5 16542,23,16,78,73,46,60,26,65,19,56,61,68,96,120,77,33,30,29,51.9
 16543,ZCTA5 16543,86,108,170,134,73,150,113,70,125,71,127,151,113,70,149,67,34,46,41.2
 16544,ZCTA5 16544,83,74,88,124,111,87,113,107,72,144,173,168,169,157,119,54,58,110,50.1
 16545,ZCTA5 16545,151,165,207,215,158,134,204,175,138,230,330,189,248,283,166,175,38,91,48
 16546,ZCTA5 16546,148,149,208,207,135,167,207,133,198,165,118,180,208,153,114,118,88,44,40.4
 16547,ZCTA5 16547,759,689,992,838,792,731,603,680,744,619,598,606,679,754,525,394,92,186,36.6
 16548,ZCTA5 16548,0,12,25,17,6,0,12,7,18,10,7,13,19,8,4,6,0,0,40.3
 16549,ZCTA5 16549,3,3,0,12,40,59,12,3,0,18,0,0,65,64,0,61,7,0,62.4
 16550,ZCTA5 16550,79,48,122,92,101,61,99,94,112,88,64,90,156,170,92,68,28,55,45.1
 16551,ZCTA5 16551,24,51,9,8,0,45,25,36,9,23,34,61,38,30,58,16,34,25,54.9
 16552,ZCTA5 16552,28,62,48,28,32,23,22,45,33,22,45,58,59,89,45,48,11,2,50.6
 16553,ZCTA5 16553,400,417,331,269,226,343,331,215,295,272,352,326,387,343,295,183,89,183,41.1
 16554,ZCTA5 16554,560,567,453,350,384,634,532,447,297,520,563,646,734,598,533,350,268,374,47.8
 16555,ZCTA5 16555,108,89,100,145,117,85,85,51,116,119,114,224,145,154,115,89,37,21,47.3
 16556,ZCTA5 16556,29,33,24,19,25,20,20,44,16,12,46,58,41,37,55,20,25,10,53.4
 16557,ZCTA5 16557,260,311,240,190,179,181,199,235,224,228,448,340,244,300,264,173,108,87,47.1
 16558,ZCTA5 16558,69,70,102,32,87,52,98,116,29,71,163,114,196,97,78,101,14,28,51.5
 16559,ZCTA5 16559,852,1413,1809,2413,1835,1336,1382,1328,1310,2080,2099,2055,2066,2041,1407,835,794,1256,46.7
 16560,ZCTA5 16560,745,1415,1836,1973,1055,957,990,993,1331,1168,2155,2794,1707,1320,897,766,312,207,45.1
 16561,ZCTA5 16561,31,0,0,0,0,32,31,0,0,0,0,0,7,6,67,7,0,0,32.9
 16562,ZCTA5 16562,0,0,42,12,0,11,0,0,16,18,7,39,25,10,0,0,0,0,48.5
 16563,ZCTA5 16563,868,1175,1409,1752,1263,870,946,1122,1560,1575,2221,1950,1319,961,881,479,270,446,44
 16564,ZCTA5 16564,68,94,124,112,32,38,39,125,102,171,114,77,134,35,100,53,27,13,44.5
 16565,ZCTA5 16565,71,145,187,113,155,161,173,104,82,206,219,112,225,141,44,21,53,40,41.5
 16566,ZCTA5 16566,49,0,56,10,11,45,14,42,0,0,46,52,56,0,72,11,0,0,50.5
 16567,ZCTA5 16567,0,2,7,0,0,0,25,0,2,0,24,21,22,0,29,0,0,0,58.3
 16568,ZCTA5 16568,68,93,60,175,0,121,101,24,166,124,107,75,51,87,23,54,55,0,43.4
 16569,ZCTA5 16569,344,350,616,690,223,150,216,555,401,688,546,224,601,390,214,152,98,52,42.1
 16570,ZCTA5 16570,0,0,0,0,0,0,16,116,109,0,0,0,0,14,14,12,0,0,40.1
 16571,ZCTA5 16571,774,597,521,617,597,513,571,865,404,725,623,855,839,338,309,301,128,123,38.4
 16572,ZCTA5 16572,106,68,71,55,150,49,55,85,99,160,123,263,236,184,182,116,41,83,56.1
 16573,ZCTA5 16573,11,30,7,0,0,0,29,21,0,15,0,26,0,77,80,18,0,0,67.9
 16574,ZCTA5 16574,0,0,0,0,0,0,0,0,0,0,10,9,25,40,22,14,6,0,67
 16575,ZCTA5 16575,0,0,0,0,17,66,39,0,13,28,23,69,47,0,14,0,0,0,49.8
 16576,ZCTA5 16576,0,38,38,49,0,0,0,0,55,56,9,20,0,0,0,0,0,0,42.1
 16577,ZCTA5 16577,287,570,614,652,361,287,344,540,597,1013,862,1364,1629,1303,1184,871,518,384,57.7
 16578,ZCTA5 16578,1654,1504,2317,1560,1324,1127,1051,2341,1798,2169,2578,2274,2516,2127,1349,789,678,678,45.7
 16579,ZCTA5 16579,21,66,78,89,100,168,101,80,42,91,150,315,307,438,299,83,92,87,60
 16580,ZCTA5 16580,1030,1473,1912,1685,2585,1588,1489,1599,1747,1656,2290,2417,1725,1276,1278,1131,414,340,41.5
 16581,ZCTA5 16581,28,6,15,24,47,20,37,14,27,5,28,105,36,81,21,20,18,36,56.1
 16582,ZCTA5 16582,92,225,475,472,544,175,108,319,301,452,626,824,592,462,229,178,237,112,50.4
 16583,ZCTA5 16583,0,0,0,0,0,0,0,0,14,13,0,19,0,38,17,0,16,0,65.7
 16584,ZCTA5 16584,1862,2196,2365,2594,1893,1850,1728,2380,2152,2694,3073,2798,2602,2294,1949,1277,688,745,44
 16585,ZCTA5 16585,451,534,650,882,489,337,332,417,604,648,842,1019,986,622,1126,250,174,272,49.9
 16586,ZCTA5 16586,96,69,98,68,82,84,117,96,27,90,120,88,93,25,56,66,42,89,38.9
 16587,ZCTA5 16587,302,589,762,578,570,603,651,572,801,716,860,906,1170,687,613,305,810,355,48.3
 16588,ZCTA5 16588,23,32,46,6,4,10,38,25,3,32,19,49,13,38,19,12,0,0,40.5
 16589,ZCTA5 16589,1072,801,854,974,531,830,915,1074,780,993,870,1067,936,719,496,450,406,361,40.1
 16590,ZCTA5 16590,1720,2004,1956,2109,1893,1511,1926,2123,1721,2336,2350,2996,2622,3080,2230,1097,1308,1185,47.7
 16591,ZCTA5 16591,826,793,897,742,1012,832,1090,855,813,739,1150,1240,1252,1320,618,693,210,451,44.4
 16592,ZCTA5 16592,19,29,18,41,30,39,72,40,33,54,56,36,74,51,18,30,5,0,45.2
 16593,ZCTA5 16593,175,167,87,54,94,192,98,202,99,187,142,390,373,226,359,110,61,98,55.7
 16594,ZCTA5 16594,1956,2128,2298,2077,2312,2145,2634,2491,2394,2622,3130,3026,2598,2384,2156,1859,1947,2654,46.8
 16595,ZCTA5 16595,955,1106,1569,1440,865,1252,1338,1132,1064,1467,1758,1856,1636,1168,1226,1082,730,708,47.1
 16596,ZCTA5 16596,186,196,216,318,227,56,166,174,172,288,226,652,417,486,328,318,71,68,55.8
 16597,ZCTA5 16597,0,0,0,0,16,0,0,0,1,2,16,5,49,15,0,0,0,0,61.7
 16598,ZCTA5 16598,1342,1536,1105,998,656,837,1091,1674,1165,925,1159,1293,1303,1012,752,403,249,330,39.3
 16599,ZCTA5 16599,1682,1879,2182,1926,1557,1555,1752,1629,1575,2229,2454,2105,2729,2228,1725,915,615,871,45.1
 16600,ZCTA5 16600,715,836,905,894,832,710,1396,1263,1257,668,909,841,519,565,695,507,199,242,37.5
 16601,ZCTA5 16601,665,953,878,311,252,582,529,511,688,655,367,712,505,512,641,336,256,618,42.7
 16602,ZCTA5 16602,1005,1293,1504,1816,1578,664,954,1214,1767,1482,1312,2029,1402,1345,1323,779,689,1088,44.5
 16603,ZCTA5 16603,1362,1192,1488,1096,1171,1933,1890,1401,1538,1339,1351,1543,1307,1242,978,577,450,479,38.8
 16604,ZCTA5 16604,1568,890,1376,1206,1121,1125,1066,913,1332,1094,1259,1356,1693,1644,954,780,483,632,43.9
 16605,ZCTA5 16605,19,23,53,146,138,70,20,40,49,29,70,95,59,80,59,37,48,56,44.2
 16606,ZCTA5 16606,949,1118,1507,2115,2105,1074,1102,1110,1261,1356,1621,915,1027,1220,1084,796,325,721,38.5
 16607,ZCTA5 16607,197,329,433,652,535,364,308,336,598,452,405,361,465,382,197,415,106,129,41.6
 16608,ZCTA5 16608,2419,2406,2100,2821,3556,2509,2735,2094,1693,1462,1549,1927,2075,1975,1164,802,557,612,32.4
 16609,ZCTA5 16609,1270,1177,797,1789,1513,884,1477,1657,1104,1193,1395,1453,1423,1259,1137,723,294,380,39.8
